L,rho,mean_density,std_density,second_moment,fourth_moment,Binder_cumulant
10,0.2600070,1.9600750000e-01,7.9983092237e-02,4.4816235100e-02,3.1066370181e-03,4.8441708366e-01
10,0.2600330,1.9684700000e-01,8.1367036268e-02,4.5369336000e-02,3.2151497091e-03,4.7933893916e-01
10,0.2600920,1.9596590000e-01,8.0299323392e-02,4.4850615300e-02,3.1232650668e-03,4.8245182906e-01
10,0.2601950,1.9601120000e-01,8.0824458393e-02,4.4952983600e-02,3.1408611542e-03,4.8190376069e-01
10,0.2603570,1.9550880000e-01,8.1036640617e-02,4.4790628000e-02,3.1349896273e-03,4.7911656033e-01
10,0.2605890,1.9311570000e-01,8.0265540013e-02,4.3736230500e-02,2.9928971656e-03,4.7845973805e-01
10,0.2609040,1.9393230000e-01,8.0702552108e-02,4.4122638900e-02,3.0465854623e-03,4.7836208212e-01
10,0.2613160,1.9261410000e-01,8.0284759333e-02,4.3545834100e-02,2.9866341410e-03,4.7499003911e-01
10,0.2618380,1.9083940000e-01,8.0090196701e-02,4.2834116200e-02,2.9028760520e-03,4.7261519000e-01
10,0.2624820,1.8755730000e-01,7.8997055114e-02,4.1418275500e-02,2.7172588067e-03,4.7200996599e-01
10,0.2632600,1.8323100000e-01,7.9261863711e-02,3.9856042400e-02,2.5933840331e-03,4.5580163390e-01
10,0.2641870,1.8128300000e-01,7.8646728546e-02,3.9048834000e-02,2.4956646454e-03,4.5443207266e-01
10,0.2652740,1.7815200000e-01,7.8300021047e-02,3.7869028400e-02,2.3751766890e-03,4.4791449833e-01
10,0.2665350,1.7383560000e-01,7.6694132583e-02,3.6100805800e-02,2.1729794599e-03,4.4422299409e-01
10,0.2679830,1.6717090000e-01,7.6154191567e-02,3.3745570700e-02,1.9600085690e-03,4.2627581088e-01
10,0.2696300,1.6289770000e-01,7.4772433655e-02,3.2126577500e-02,1.7904469352e-03,4.2175581299e-01
10,0.2714890,1.5514160000e-01,7.2476202642e-02,2.9321716000e-02,1.5301763860e-03,4.0674490758e-01
10,0.2735730,1.4951720000e-01,7.1300292455e-02,2.7439124800e-02,1.3686191141e-03,3.9407225865e-01
10,0.2758950,1.4260730000e-01,6.8884376216e-02,2.5081899300e-02,1.1648138782e-03,3.8281630820e-01
10,0.2784680,1.3457810000e-01,6.7190733739e-02,2.2625859700e-02,9.8940811391e-04,3.5576541861e-01
10,0.2813050,1.2681890000e-01,6.3707843338e-02,2.0141722700e-02,8.0150276640e-04,3.4144728302e-01
10,0.2844180,1.1837640000e-01,6.0870008403e-02,1.7718130000e-02,6.4876493240e-04,3.1114098774e-01
10,0.2878200,1.1158010000e-01,5.8489865652e-02,1.5871183100e-02,5.3651400959e-04,2.9002802138e-01
10,0.2915250,1.0229790000e-01,5.3564541962e-02,1.3334020500e-02,3.8479876888e-04,2.7857667097e-01
10,0.2955450,9.4753600000e-02,5.0634564154e-02,1.1542103800e-02,3.0186533353e-04,2.4469556450e-01
10,0.2998930,8.5860200000e-02,4.6223840775e-02,9.5086174000e-03,2.0833084530e-04,2.3193570706e-01
10,0.3045820,7.8597700000e-02,4.2646428393e-02,7.9963163000e-03,1.5355891409e-04,1.9947693714e-01
10,0.3096240,7.1596000000e-02,3.9588437504e-02,6.6932316000e-03,1.1365884103e-04,1.5431181533e-01
10,0.3150330,6.4010700000e-02,3.4986165630e-02,5.3214015000e-03,7.2607709589e-05,1.4530841705e-01
10,0.3208220,5.7255600000e-02,3.1294773823e-02,4.2575666000e-03,4.7265942201e-05,1.3083112792e-01
10,0.3270020,5.1015100000e-02,2.7459251119e-02,3.3565509000e-03,2.9095247058e-05,1.3917609300e-01
10,0.3335880,4.5495400000e-02,2.4822586063e-02,2.6859922000e-03,1.9463280001e-05,1.0073998867e-01
10,0.3405920,4.0548800000e-02,2.1686572310e-02,2.1145126000e-03,1.1842105320e-05,1.1714961698e-01
10,0.3480270,3.5618700000e-02,1.8755855361e-02,1.6204739000e-03,6.6412157411e-06,1.5697150787e-01
10,0.3559050,3.1644900000e-02,1.6813732601e-02,1.2841013000e-03,4.3657679429e-06,1.1744694711e-01
10,0.3642400,2.8186500000e-02,1.4816704011e-02,1.0140135000e-03,2.6378603343e-06,1.4484848647e-01
10,0.3730450,2.4950400000e-02,1.2937825932e-02,7.8990980000e-04,1.6107925274e-06,1.3947528600e-01
10,0.3823320,2.1750000000e-02,1.1284108294e-02,6.0039360000e-04,9.2418731280e-07,1.4539261932e-01
10,0.3921140,1.9111700000e-02,9.8899152226e-03,4.6306750000e-04,5.5917188830e-07,1.3076846859e-01
10,0.4024040,1.6842300000e-02,8.7424270492e-03,3.6009310000e-04,3.3006337030e-07,1.5151049282e-01
10,0.4132150,1.4639400000e-02,7.5106835668e-03,2.7072240000e-04,1.8419000880e-07,1.6228473178e-01
10,0.4245600,1.3023500000e-02,6.7735328854e-03,2.1549230000e-04,1.1804797790e-07,1.5262863383e-01
10,0.4364520,1.1172100000e-02,5.7055483163e-03,1.5736910000e-04,6.0140042300e-08,1.9052479143e-01
10,0.4489030,9.7158000000e-03,5.1105019675e-03,1.2051400000e-04,3.6256204000e-08,1.6787978192e-01
10,0.4619260,8.5634000000e-03,4.5711902651e-03,9.4227600000e-05,2.2800694800e-08,1.4400630207e-01
10,0.4755340,7.3646000000e-03,3.9860841486e-03,7.0126200000e-05,1.3060213800e-08,1.1474493580e-01
10,0.4897410,6.3879000000e-03,3.5342090473e-03,5.3295900000e-05,7.7668779000e-09,8.8539983106e-02
10,0.5045590,5.5231000000e-03,3.2007602831e-03,4.0749500000e-05,5.1103079000e-09,-2.5843814699e-02
10,0.5200000,4.7043000000e-03,2.7724829143e-03,2.9817100000e-05,2.6327887000e-09,1.2893647377e-02
20,0.0000000,1.0000000000e+00,0.0000000000e+00,1.0000000000e+00,1.0000000000e+00,6.6666666667e-01
20,0.0154410,9.9255490000e-01,3.3194627374e-03,9.8517624835e-01,9.7061559600e-01,6.6665177659e-01
20,0.0302590,9.7297611250e-01,6.3516604384e-03,9.4672285909e-01,8.9643670990e-01,6.6660993690e-01
20,0.0444660,9.4444691250e-01,8.9759307751e-03,8.9206053786e-01,7.9605915089e-01,6.6654638612e-01
20,0.0580740,9.1011797500e-01,1.1008049357e-02,8.2843590557e-01,6.8670695536e-01,6.6647194998e-01
20,0.0710970,8.7184572500e-01,1.2992471588e-02,7.6028377252e-01,5.7854440717e-01,6.6637083937e-01
20,0.0835480,8.3190080000e-01,1.4630329584e-02,6.9227298758e-01,4.7983395368e-01,6.6625486047e-01
20,0.0954400,7.9069575000e-01,1.5600975052e-02,6.2544315949e-01,3.9178735400e-01,6.6614839752e-01
20,0.1067850,7.5013582500e-01,1.6691947020e-02,5.6298237704e-01,3.1757584976e-01,6.6600757789e-01
20,0.1175960,7.1033220000e-01,1.7089280157e-02,5.0486387785e-01,2.5547715593e-01,6.6589558049e-01
20,0.1278860,6.7258451250e-01,1.7900920450e-02,4.5269036941e-01,2.0550767564e-01,6.6572470417e-01
20,0.1376680,6.3646233750e-01,1.7795452420e-02,4.0540098518e-01,1.6486315134e-01,6.6562581345e-01
20,0.1469550,6.0167857500e-01,1.8389029127e-02,3.6235526401e-01,1.3179100052e-01,6.6542356391e-01
20,0.1557600,5.6913888750e-01,1.8241069372e-02,3.2425180988e-01,1.0557089584e-01,6.6529813339e-01
20,0.1640950,5.3893881250e-01,1.8662828652e-02,2.9080334479e-01,8.4971588156e-02,6.6507028037e-01
20,0.1719730,5.1057206250e-01,1.8624627323e-02,2.6103070775e-01,6.8499140205e-02,6.6489518834e-01
20,0.1794080,4.8421940000e-01,1.8581605855e-02,2.3481370341e-01,5.5462349045e-02,6.6470264412e-01
20,0.1864120,4.5951360000e-01,1.8806152070e-02,2.1150641994e-01,4.5033868609e-02,6.6443945336e-01
20,0.1929980,4.3646273750e-01,1.8654461362e-02,1.9084771015e-01,3.6687981198e-02,6.6424023438e-01
20,0.1991780,4.1560988750e-01,1.8853770380e-02,1.7308704325e-01,3.0204478566e-02,6.6393679132e-01
20,0.2049670,3.9528795000e-01,1.8902193998e-02,1.5660985635e-01,2.4749882059e-02,6.6363275622e-01
20,0.2103760,3.7696595000e-01,1.9414351489e-02,1.4248024450e-01,2.0514174174e-02,6.6316013830e-01
20,0.2154180,3.5903273750e-01,1.9965365679e-02,1.2930312242e-01,1.6923110417e-02,6.6260323938e-01
20,0.2201070,3.4369943750e-01,2.0209304123e-02,1.1853771931e-01,1.4241812906e-02,6.6214458242e-01
20,0.2244550,3.2815963750e-01,2.1384597449e-02,1.0814604869e-01,1.1889234852e-02,6.6114699726e-01
20,0.2284750,3.1354570000e-01,2.3127559161e-02,9.8845789981e-02,9.9719752947e-03,6.5979273323e-01
20,0.2321800,2.9994423750e-01,2.5288040434e-02,9.0606030598e-02,8.4226818887e-03,6.5800879735e-01
20,0.2355820,2.8679572500e-01,2.7085807224e-02,8.2985428831e-02,7.1060315613e-03,6.5604455243e-01
20,0.2386950,2.7411297500e-01,2.9340146809e-02,7.5998767278e-02,6.0046125702e-03,6.5346217885e-01
20,0.2415320,2.6184998750e-01,3.2671763100e-02,6.9632860058e-02,5.0997570294e-03,6.4940980694e-01
20,0.2441050,2.4979110000e-01,3.5637665444e-02,6.3665636838e-02,4.3195590533e-03,6.4477134970e-01
20,0.2464270,2.3904695000e-01,3.8652225584e-02,5.8637438847e-02,3.7214807306e-03,6.3921827242e-01
20,0.2485110,2.2782958750e-01,4.1589819088e-02,5.3636033992e-02,3.1720203229e-03,6.3246272441e-01
20,0.2503700,2.1884236250e-01,4.3160834700e-02,4.9754837277e-02,2.7698281713e-03,6.2704111920e-01
20,0.2520170,2.1034311250e-01,4.5067406256e-02,4.6275296083e-02,2.4408810364e-03,6.2004956486e-01
20,0.2534650,2.0274642500e-01,4.6608538948e-02,4.3278468753e-02,2.1692349582e-03,6.1395176875e-01
20,0.2547260,1.9576157500e-01,4.7242395689e-02,4.0554438197e-02,1.9362767685e-03,6.0756349330e-01
20,0.2558130,1.8979661250e-01,4.8481563997e-02,3.8373216164e-02,1.7614683927e-03,6.0125321014e-01
20,0.2567400,1.8326071250e-01,4.9291627959e-02,3.6014153333e-02,1.5801121367e-03,5.9391192574e-01
20,0.2575180,1.8039011250e-01,4.9595989833e-02,3.5000354895e-02,1.5052139559e-03,5.9042627727e-01
20,0.2581620,1.7613458750e-01,4.9857198235e-02,3.3509133130e-02,1.3968159968e-03,5.8534055747e-01
20,0.2586840,1.7248877500e-01,5.0231418010e-02,3.2275572856e-02,1.3108256498e-03,5.8055428923e-01
20,0.2590960,1.7029671250e-01,5.0571314907e-02,3.1558428180e-02,1.2634910619e-03,5.7711703514e-01
20,0.2594110,1.6899937500e-01,5.0505714926e-02,3.1111615991e-02,1.2302989950e-03,5.7631384249e-01
20,0.2596430,1.6792291250e-01,4.9859330399e-02,3.0684057370e-02,1.1974237224e-03,5.7606328433e-01
20,0.2598050,1.6614432500e-01,5.0783111350e-02,3.0182861128e-02,1.1710265063e-03,5.7152581664e-01
20,0.2599080,1.6573482500e-01,5.0492673859e-02,3.0017542331e-02,1.1566938963e-03,5.7209542911e-01
20,0.2599670,1.6470165000e-01,5.0920431126e-02,2.9719523819e-02,1.1407154824e-03,5.6950076107e-01
20,0.2599930,1.6502873750e-01,5.0888389031e-02,2.9824112339e-02,1.1458225153e-03,5.7060098483e-01
20,0.2600000,1.6509993750e-01,5.0967085411e-02,2.9855633158e-02,1.1492604202e-03,5.7022156141e-01
20,0.2600070,1.6467937500e-01,5.0180518564e-02,2.9637380994e-02,1.1296146331e-03,5.7132376406e-01
20,0.2600330,1.6467087500e-01,5.0805668408e-02,2.9697713016e-02,1.1387463412e-03,5.6961242243e-01
20,0.2600920,1.6450927500e-01,5.1165271012e-02,2.9681186519e-02,1.1410279679e-03,5.6826971087e-01
20,0.2601950,1.6408318750e-01,5.0931899019e-02,2.9517350758e-02,1.1270365149e-03,5.6881665226e-01
20,0.2603570,1.6217843750e-01,5.0959522961e-02,2.8898718570e-02,1.0895996382e-03,5.6510088456e-01
20,0.2605890,1.6134087500e-01,5.0782213063e-02,2.8609711109e-02,1.0675163392e-03,5.6526327309e-01
20,0.2609040,1.6016533750e-01,5.0707097501e-02,2.8224145073e-02,1.0415729733e-03,5.6416023062e-01
20,0.2613160,1.5730815000e-01,5.0713482149e-02,2.7317711328e-02,9.8702707593e-04,5.5912122764e-01
20,0.2618380,1.5442141250e-01,5.0588380928e-02,2.6405156923e-02,9.3068828876e-04,5.5505586276e-01
20,0.2624820,1.5203481250e-01,5.0893408423e-02,2.5704723233e-02,8.9100930202e-04,5.5049438705e-01
20,0.2632600,1.4591395000e-01,5.1051393300e-02,2.3897125562e-02,7.8909525837e-04,5.3940751471e-01
20,0.2641870,1.4108305000e-01,5.0734973418e-02,2.2478464525e-02,7.1336714927e-04,5.2939279954e-01
20,0.2652740,1.3673837500e-01,5.0242865562e-02,2.1221728738e-02,6.4470356739e-04,5.2282541913e-01
20,0.2665350,1.2830497500e-01,4.9488203704e-02,1.8911248916e-02,5.3121320953e-04,5.0488373983e-01
20,0.2679830,1.2198897500e-01,4.8934068721e-02,1.7275853103e-02,4.5688282742e-04,4.8972466685e-01
20,0.2696300,1.1278952500e-01,4.6627392636e-02,1.4895590694e-02,3.5242017165e-04,4.7055110840e-01
20,0.2714890,1.0350121250e-01,4.4869661940e-02,1.2725787552e-02,2.6979944627e-04,4.4467086141e-01
20,0.2735730,9.6279762500e-02,4.2991157559e-02,1.1118032295e-02,2.1344437198e-04,4.2441748727e-01
20,0.2758950,8.5923800000e-02,3.9832434881e-02,8.9695222750e-03,1.4700734337e-04,3.9091325402e-01
20,0.2784680,7.5857700000e-02,3.6229215387e-02,7.0669466969e-03,9.5054885363e-05,3.6556146084e-01
20,0.2813050,6.7258862500e-02,3.3137894111e-02,5.6218746109e-03,6.4261426918e-05,3.2225425432e-01
20,0.2844180,5.8779500000e-02,2.9332411495e-02,4.3154199844e-03,3.9429525137e-05,2.9424468873e-01
20,0.2878200,5.0789500000e-02,2.5489313307e-02,3.2292784031e-03,2.2675817043e-05,2.7517909042e-01
20,0.2915250,4.3269487500e-02,2.1691157471e-02,2.3427548609e-03,1.2471885837e-05,2.4254440690e-01
20,0.2955450,3.6590000000e-02,1.8365983332e-02,1.6761374438e-03,6.5904706066e-06,2.1805552273e-01
20,0.2998930,3.1194550000e-02,1.5610597472e-02,1.2167907031e-03,3.5787220636e-06,1.9429705619e-01
20,0.3045820,2.6471150000e-02,1.2632433289e-02,8.6030015312e-04,1.6739544287e-06,2.4608501493e-01
20,0.3096240,2.2409000000e-02,1.0378524715e-02,6.0987705625e-04,8.3552781702e-07,2.5121856550e-01
20,0.3150330,1.8813012500e-02,8.1504138921e-03,4.2035868594e-04,3.5583718097e-07,3.2874115892e-01
20,0.3208220,1.6086075000e-02,7.0135636783e-03,3.0795188438e-04,1.9851142144e-07,3.0225214091e-01
20,0.3270020,1.3664862500e-02,5.5564604892e-03,2.1760272031e-04,9.1183194263e-08,3.5810364922e-01
20,0.3335880,1.1659950000e-02,4.7127241721e-03,1.5816420313e-04,4.8324352851e-08,3.5608521534e-01
20,0.3405920,9.9461375000e-03,3.7941139142e-03,1.1332095156e-04,2.2861571140e-08,4.0657697439e-01
20,0.3480270,8.5320250000e-03,3.1817098429e-03,8.2918728125e-05,1.1945053408e-08,4.2088931594e-01
20,0.3559050,7.3179125000e-03,2.6866351082e-03,6.0769851562e-05,6.3256874949e-09,4.2903415841e-01
20,0.3642400,6.3034500000e-03,2.2567307599e-03,4.4826315625e-05,3.3289310431e-09,4.4777323115e-01
20,0.3730450,5.4106875000e-03,1.9208965589e-03,3.2965382813e-05,1.8060747547e-09,4.4601472583e-01
20,0.3823320,4.6652125000e-03,1.6219365793e-03,2.4394885937e-05,9.8012677136e-10,4.5101128984e-01
20,0.3921140,4.0245375000e-03,1.3742757542e-03,1.8085535938e-05,5.2335453542e-10,4.6665040269e-01
20,0.4024040,3.4801125000e-03,1.1955045169e-03,1.3540414062e-05,2.9472445090e-10,4.6416506851e-01
20,0.4132150,3.0352250000e-03,1.0457263382e-03,1.0306134375e-05,1.6987910435e-10,4.6687738384e-01
20,0.4245600,2.6064875000e-03,9.2203889552e-04,7.6439328125e-06,9.7260001880e-11,4.4514526481e-01
20,0.4364520,2.2484750000e-03,7.7263400092e-04,5.6526031250e-06,5.0752596143e-11,4.7053163185e-01
20,0.4489030,1.9355375000e-03,6.8192688288e-04,4.2113296875e-06,2.8949642944e-11,4.5589405238e-01
20,0.4619260,1.6859250000e-03,6.1350480387e-04,3.2187312500e-06,1.7526211133e-11,4.3610615857e-01
20,0.4755340,1.4446875000e-03,5.3119696426e-04,2.3692921875e-06,9.7092970459e-12,4.2346020602e-01
20,0.4897410,1.2504375000e-03,4.8050246731e-04,1.7944765625e-06,5.8734092041e-12,3.9201421707e-01
20,0.5045590,1.0635625000e-03,4.0837956743e-04,1.2979390625e-06,3.1298110596e-12,3.8071828095e-01
20,0.5200000,9.1517500000e-04,3.5577165342e-04,9.6411875000e-07,1.6389488281e-12,4.1226293307e-01
40,0.0000000,1.0000000000e+00,0.0000000000e+00,1.0000000000e+00,1.0000000000e+00,6.6666666667e-01
40,0.0154410,9.9222970469e-01,1.2064699604e-03,9.8452124243e-01,9.6928780787e-01,6.6666469577e-01
40,0.0302590,9.7162030000e-01,2.2840622071e-03,9.4405122431e-01,8.9125240907e-01,6.6665930049e-01
40,0.0444660,9.4187149531e-01,3.2258122686e-03,8.8713231955e-01,7.8704066619e-01,6.6665103193e-01
40,0.0580740,9.0594801875e-01,4.0498599935e-03,8.2075821404e-01,6.7369788546e-01,6.6664002572e-01
40,0.0710970,8.6607904062e-01,4.7581699826e-03,7.5011554479e-01,5.6274125709e-01,6.6662642629e-01
40,0.0835480,8.2419457031e-01,5.3119443401e-03,6.7932490649e-01,4.6155899020e-01,6.6661129320e-01
40,0.0954400,7.8138427188e-01,5.6844486809e-03,6.1059369329e-01,3.7290356723e-01,6.6659611613e-01
40,0.1067850,7.3933894844e-01,5.9185675845e-03,5.4665711012e-01,2.9891058414e-01,6.6658123674e-01
40,0.1175960,6.9830926094e-01,6.2379981704e-03,4.8767473653e-01,2.3790257206e-01,6.6656025385e-01
40,0.1278860,6.5886467031e-01,6.4184396158e-03,4.3414385015e-01,1.8855243425e-01,6.6654012576e-01
40,0.1376680,6.2140478437e-01,6.5392294184e-03,3.8618666757e-01,1.4920617727e-01,6.6651907603e-01
40,0.1469550,5.8609361406e-01,6.6093477952e-03,3.4354940792e-01,1.1808622400e-01,6.6649713278e-01
40,0.1557600,5.5268847812e-01,6.5620185404e-03,3.0550761394e-01,9.3387529304e-02,6.6647871579e-01
40,0.1640950,5.2177163438e-01,6.6638913277e-03,2.7229004589e-01,7.4190232627e-02,6.6644922975e-01
40,0.1719730,4.9295650469e-01,6.7256735460e-03,2.4305135020e-01,5.9117938902e-02,6.6641850279e-01
40,0.1794080,4.6624749062e-01,6.5988548443e-03,2.1743026740e-01,4.7313810596e-02,6.6639951577e-01
40,0.1864120,4.4149901094e-01,6.6593433777e-03,1.9496572351e-01,3.8046204965e-02,6.6636349965e-01
40,0.1929980,4.1853948906e-01,6.6447615876e-03,1.7521945676e-01,3.0732799156e-02,6.6633073555e-01
40,0.1991780,3.9727671094e-01,6.5958863007e-03,1.5787229077e-01,2.4951138155e-02,6.6629917166e-01
40,0.2049670,3.7763573594e-01,6.5312402399e-03,1.4265140616e-01,2.0373752744e-02,6.6626814488e-01
40,0.2103760,3.5957515781e-01,6.6037406547e-03,1.2933790351e-01,1.6750835510e-02,6.6621748304e-01
40,0.2154180,3.4271606719e-01,6.7737284867e-03,1.1750018611e-01,1.3827855747e-02,6.6614608255e-01
40,0.2201070,3.2706015937e-01,6.8065421511e-03,1.0701467687e-01,1.1471955981e-02,6.6608992107e-01
40,0.2244550,3.1266289063e-01,7.0362321477e-03,9.7807591737e-02,9.5856762251e-03,6.6599238392e-01
40,0.2284750,2.9912483906e-01,7.0949212344e-03,8.9526007251e-02,8.0329038133e-03,6.6591815138e-01
40,0.2321800,2.8673575625e-01,7.2727301446e-03,8.2270286516e-02,6.7857426307e-03,6.6581257081e-01
40,0.2355820,2.7505977500e-01,7.6279514905e-03,7.5716065467e-02,5.7504645882e-03,6.6564670880e-01
40,0.2386950,2.6412360156e-01,7.9795712324e-03,6.9824950459e-02,4.8932151149e-03,6.6545712767e-01
40,0.2415320,2.5408693906e-01,8.4397712379e-03,6.4631402341e-02,4.1954822435e-03,6.6520923142e-01
40,0.2441050,2.4459645469e-01,8.9639104121e-03,5.9907777336e-02,3.6079479711e-03,6.6490141227e-01
40,0.2464270,2.3589090938e-01,9.4936639421e-03,5.5734650781e-02,3.1261308415e-03,6.6454418255e-01
40,0.2485110,2.2754446094e-01,1.0021775279e-02,5.1876917683e-02,2.7117155040e-03,6.6412742710e-01
40,0.2503700,2.2007854219e-01,1.0854740812e-02,4.8552390129e-02,2.3794953789e-03,6.6353307224e-01
40,0.2520170,2.1278851250e-01,1.1798058254e-02,4.5418145231e-02,2.0871710490e-03,6.6272977840e-01
40,0.2534650,2.0632145937e-01,1.2833102883e-02,4.2733233128e-02,1.8527635747e-03,6.6180495136e-01
40,0.2547260,2.0042556719e-01,1.3476424368e-02,4.0352021996e-02,1.6559831388e-03,6.6099660112e-01
40,0.2558130,1.9543522500e-01,1.4567924116e-02,3.8407151584e-02,1.5049798405e-03,6.5991676056e-01
40,0.2567400,1.9052025313e-01,1.5454459447e-02,3.6536807168e-02,1.3665511157e-03,6.5877295898e-01
40,0.2575180,1.8657629063e-01,1.6160728840e-02,3.5071881380e-02,1.2629035401e-03,6.5775997518e-01
40,0.2581620,1.8315605625e-01,1.7212551806e-02,3.3842412881e-02,1.1803043245e-03,6.5648152080e-01
40,0.2586840,1.8040304688e-01,1.7588016297e-02,3.2854597639e-02,1.1150846721e-03,6.5565460014e-01
